"id","name","region","group_title","tvg_id","last_status","last_error"
"grit_xtra_1080p_us","Grit Xtra (1080p)","US","Entertainment","GritXtra.us@SD","200","Removed duplicate after researched additions; kept existing Grit Xtra stream"
