"id","region","name","group_title","tvg_id","last_status","stream_url"
"nbc_12_winston_salem_nc_wxii_720p_us","US","NBC 12 Winston-Salem NC (WXII) (720p)","News","WXIITV201.us@HD","206","https://aegis-cloudfront-1.tubi.video/54b357b4-bf4b-4356-97b4-b1acb6ab62f7/playlist.m3u8"
"nbc_news_now_us_2","US","NBC News NOW","News","XUMO_99991247","200","https://d4whmvwm0rdvi.cloudfront.net/10007/99991247/hls/master.m3u8?ads.xumo_channelId=99991247&ads.asnw=169843&ads.afid=137704898&ads.sfid=16772607&ads.csid=xumo_[PLATFORM]_NBCNewsNOW_ssai_cro&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads._fw_did=[IFA]&ads._fw_vcid2=512116:[IFA]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]&ads._fw_content_category=[IAB_content_category]&ads._fw_content_genre=News,N,DN,Local,LocalNews,News-Local&ads._fw_content_language=[content_language]&ads._fw_content_rating=[content_rating]&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads._fw_deviceType=3-Connected_TV&ads.appVersion=[APP_VERSION]&ads.appName=XumoPlay&ads.xumo_contentId=1828&ads.xumo_contentName=NBCNewsNOW&ads.xumo_providerId=1828&ads.xumo_providerName=NBCNewsNOW&ads.channelId=99991247&ads._fw_ifa_type=[IFA_TYPE]"
"newschannel_5_us_geo_us","US","NewsChannel 5 (US) Geo","General","","206","https://amg01438-ewscripps-amg01438c25-lg-us-4328.playouts.now.amagi.tv/playlist.m3u8"
"newsmax_ca_us","US","Newsmax (CA)","General","","206","https://amg00217-newsmax-amg00217c2-lg-ca-4271.playouts.now.amagi.tv/playlist.m3u8"
"newsmax2_us","US","Newsmax 2","News","Newsmax2.us@SD","200","https://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8"
"newsmax_2_us_us","US","Newsmax 2 (US)","General","","206","https://amg00217-newsmax-amg00217c3-lg-us-4270.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_at_us","US","Now 70s (AT)","General","","206","https://amg01076-lightning-amg01076c1-lg-at-3967.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_ch_geo_us","US","Now 70s (CH) Geo","General","","206","https://amg01076-lightning-amg01076c1-lg-ch-3969.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_de_geo_us","US","Now 70s (DE) Geo","General","","206","https://amg01076-lightning-amg01076c1-lg-de-3970.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_es_geo_us","US","Now 70s (ES) Geo","General","","206","https://amg01076-lightning-amg01076c1-lg-es-3972.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_fi_geo_us","US","Now 70s (FI) Geo","General","","206","https://amg01076-lightning-amg01076c1-lg-fi-3973.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_fr_geo_us","US","Now 70s (FR) Geo","General","","206","https://amg01076-lightning-amg01076c1-lg-fr-3974.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_ie_geo_us","US","Now 70s (IE) Geo","General","","206","https://amg01076-lightning-amg01076c1-lg-ie-3975.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_it_geo_us","US","Now 70s (IT) Geo","General","","206","https://amg01076-lightning-amg01076c1-lg-it-3976.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_nl_geo_us","US","Now 70s (NL) Geo","General","","206","https://amg01076-lightning-amg01076c1-lg-nl-3978.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_pt_geo_us","US","Now 70s (PT) Geo","General","","206","https://amg01076-lightning-amg01076c1-lg-pt-3980.playouts.now.amagi.tv/playlist.m3u8"
"now_70s_se_geo_us","US","Now 70s (SE) Geo","General","","206","https://amg01076-lightning-amg01076c1-lg-se-3981.playouts.now.amagi.tv/playlist.m3u8"
"now_80s_ch_geo_us","US","Now 80s (CH) Geo","General","","206","https://amg01076-lightning-amg01076c2-lg-ch-4078.playouts.now.amagi.tv/playlist.m3u8"
"now_80s_de_geo_us","US","Now 80s (DE) Geo","General","","206","https://amg01076-lightning-amg01076c2-lg-de-4080.playouts.now.amagi.tv/playlist.m3u8"
"now_80s_es_geo_us","US","Now 80s (ES) Geo","General","","206","https://amg01076-lightning-amg01076c2-lg-es-4082.playouts.now.amagi.tv/playlist.m3u8"
"now_80s_fi_geo_us","US","Now 80s (FI) Geo","General","","206","https://amg01076-lightning-amg01076c2-lg-fi-4083.playouts.now.amagi.tv/playlist.m3u8"
"now_80s_fr_geo_us","US","Now 80s (FR) Geo","General","","206","https://amg01076-lightning-amg01076c2-lg-fr-4084.playouts.now.amagi.tv/playlist.m3u8"
"now_80s_ie_geo_us","US","Now 80s (IE) Geo","General","","206","https://amg01076-lightning-amg01076c2-lg-ie-4090.playouts.now.amagi.tv/playlist.m3u8"
"now_80s_it_geo_us","US","Now 80s (IT) Geo","General","","206","https://amg01076-lightning-amg01076c2-lg-it-4091.playouts.now.amagi.tv/playlist.m3u8"
"now_80s_nl_geo_us","US","Now 80s (NL) Geo","General","","206","https://amg01076-lightning-amg01076c2-lg-nl-4093.playouts.now.amagi.tv/playlist.m3u8"
"now_80s_pt_geo_us","US","Now 80s (PT) Geo","General","","206","https://amg01076-lightning-amg01076c2-lg-pt-4095.playouts.now.amagi.tv/playlist.m3u8"
"now_80s_se_geo_us","US","Now 80s (SE) Geo","General","","206","https://amg01076-lightning-amg01076c2-lg-se-4096.playouts.now.amagi.tv/playlist.m3u8"
"olelo_community_media_channel_55_720p_us","US","Olelo Community Media Channel 55 (720p)","Entertainment","Olelo55.us@SD","206","https://cdn3.wowza.com/5/V2Y2VmhqMEFDTUkx/olelo/G0125_013/playlist.m3u8"
"pbs_antiques_roadshow_us","US","PBS Antiques Roadshow","XUMO🇺🇸: Travel & Lifestyle","XUMO_99951206","200","https://d2irko5f9gt1c5.cloudfront.net/10008/99951206/hls/playlist.m3u8?ads.xumo_channelId=99951206&ads.csid=xumo_[PLATFORM]_PBSAntiquesRoadshowUS_ssai&ads._fw_app_bundle=[app_bundle]&ads.ifa_type=[IFA_TYPE]&ads.did=[IFA]&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads._fw_app_store_url=[app_store_url]&ads._fw_content_category=[IAB_content_category]&ads.xumo_contentName=PBSAntiquesRoadshowUS&ads.xumo_providerName=[PROVIDER_NAME]&ads._fw_content_language=[content_language]&ads.assetId=[ASSET_ID]&ads._fw_content_genre=[content_genre]&ads.xumo_providerId=[PROVIDER_ID]&ads._fw_content_rating=[content_rating]&ads.channelId=99951206&ads.xumo_platform=[PLATFORM]&ads.site_id=22453"
"pbs_history_ie_geo_us","US","PBS History (IE) Geo","General","","200","https://amg02333-pbs-amg02333c3-lg-ie-2837.playouts.now.amagi.tv/playlist/amg02333-pbsdistributionfast-pbshistory-lgie/playlist.m3u8"
"pbs_nature_us_geo_us","US","PBS Nature? (US) Geo","General","","206","https://amg02333-pbs-amg02333c6-lg-us-3175.playouts.now.amagi.tv/playlist.m3u8"
"pbs_science_au_geo_us","US","PBS Science (AU) Geo","General","","206","https://amg02333-pbs-amg02333c10-lg-au-4537.playouts.now.amagi.tv/playlist.m3u8"
"pbs_science_ie_geo_us","US","PBS Science (IE) Geo","General","","206","https://amg02333-pbs-amg02333c10-lg-ie-4101.playouts.now.amagi.tv/playlist.m3u8"
"pbs_something_au_geo_us","US","PBS something (AU) Geo","General","","206","https://amg02333-pbs-amg02333c3-lg-au-4538.playouts.now.amagi.tv/playlist.m3u8"
"scripps_news_us_2","US","Scripps News","News","KGUNTV96.us@SD","200","https://jmp2.uk/plu-5459795fc9f133a519bc0bef.m3u8"
"scripps_news_us_3","US","Scripps News","News","ScrippsNews.us","200","https://content.uplynk.com/channel/4bb4901b934c4e029fd4c1abfc766c37.m3u8"
"scripps_news_1080p_us","US","Scripps News (1080p)","News","ScrippsNews.us@SD","206","https://aegis-cloudfront-1.tubi.video/7e1c26b7-7975-4240-9a4f-480eaa8f3ea4/playlist.m3u8"
"scripps_news_only_us","US","scripps news? only?","General","","206","https://amg01438-ewscripps-amg01438c35-lg-us-4318.playouts.now.amagi.tv/playlist.m3u8"
"sky_news_us","US","Sky News","News","XUMO_99951223","200","https://dbrb49pjoymg4.cloudfront.net/10001/99951223/hls/master.m3u8?ads.xumo_channelId=99951223&ads._fw_ifa_type=[IFA_TYPE]&ads._fw_did=[IFA]&ads.amznappId=[AMZN_APP_ID]&ads.lat=[LAT]&ads.lon=[LON]&ads.os=[OS]&ads.osv=[OS_VERSION]&ads.asnw=&ads.caid=SkyNews&ads.csid=xumo_[PLATFORM]_SkyNews_ssai&ads._fw_is_lat=[IS_LAT]&ads._fw_us_privacy=[CCPA_Value]&ads._fw_coppa=0&ads.genre=News,N,DN,Local,LocalNews,News-Local&ads._fw_content_category=[IAB_content_category]&ads._fw_content_language=[content_language]&ads._fw_content_genre=News,N,DN,Local,LocalNews,News-Local&ads._fw_content_rating=[content_rating]&ads.xumo_contentId=3455&ads.xumo_contentName=SkyNews&ads.xumo_providerId=3455&ads.xumo_providerName=SkyNews&ads._fw_deviceMake=[device_make]&ads._fw_device_model=[device_model]&ads.channelId=99951223&ads.xumo_platform=[PLATFORM]&ads.site_id=[publica_site_id]&ads.appName=xumo&ads.appVersion=[APP_VERSION]&ads._fw_app_bundle=[app_bundle]&ads._fw_app_store_url=[app_store_url]"
"sky_news_now_au_geo_us","US","Sky News Now (AU) Geo","General","","206","https://amg00663-skynewsau-amg00663c1-lg-au-4519.playouts.now.amagi.tv/playlist.m3u8"
"talkin_live_classics_tv_480p_us","US","Talkin Live Classics TV (480p)","Entertainment","TalkinLiveClassicsTV.us@SD","206","https://2-fss-1.streamhoster.com/pl_122/206338-3120682-1/playlist.m3u8"
"the_country_network_ca_geo_us","US","The Country Network (CA) Geo","General","","200","https://amg00600-tcn-amg00600c1-lg-ca-1010.playouts.now.amagi.tv/playlist/amg00600-thecountrynetworkfast-thecountrynetwork-lgca/playlist.m3u8"
"the_country_network_us_geo_us","US","The Country Network (US) Geo","General","","200","https://amg00600-tcn-amg00600c1-lg-us-929.playouts.now.amagi.tv/playlist/amg00600-thecountrynetworkfast-thecountrynetwork-lgus/playlist.m3u8"
